content,sentiment
saying goodbye to @jesshowe for a year  she's been awesome in helping me fit into the team at Veritas!,sad
Yeah. It's sad.,angry
"rainy day = Home do what I love to do =WRiTTING MUSiC, a dream dat I gave up on a long time ago",neutral
Today's ABA has been full of emotional tears  #ASD #autism some days are harder than others.  Its hard to not intervene  poor baby,happy
@mattydavidson noo  i only started 4th season on wednesday but im on ep11 (Y),neutral
@cheesetal i miss coffee,sad
@craigmcgill Actually maybe not - it's sold out for Sat lunch,neutral
@_Glitter_  kk but 4 sum reason its not lettin me vote 4 them,neutral
makin tea an its stressin me out,neutral
"@yikes77 It would be great if those VIPS were for some acts I'd enjoy seeing, but noooo.",happy
Jus got back from a run up sunset blvd! My cuzin tried to kill me my legs are still movin and I'm sittin down!!,happy
going to the doctors,angry
@bowwow614 Hey! Is it going to be viewable in the UK this time?  It broke my heart when I couldn't play the last one  haha.,sad
"@ESPNCommunityEd Don't forget Nash, how disappointing as a Suns fan",sad
Ugh. Another &quot;what day is it today?&quot; (5 most uttered words last 2 weeks for me) - Missed a 10 yr old birthday &amp; it was even on my iCal.,surprise
"Truck has bit the dust, don't know if I'll make the Mustangs game tomorrow",angry
i feel some type of way cause im not talkin to anyone...,sad
my whole back is burnt from tanning. ouch,angry
Cold day :/ Studing all day long to the tests tomorrow,neutral
needs a job,angry
"Great weekend ahead at #catlaughs comedy festival in Kilkenny, weather is fantastic. Unfortunately I have to go to Israel on Sunday",neutral
im hungry.due to last night's dinner..or lack there of.. someone take care of me,angry
@netmogul that sounds soooo good right now mmmm malasadas. i have to have more before i leave today,happy
@StaceyVPofWC  I wish I knew someone down there who could hook us up.   a friend told me once that they got crappy seats for a show in CHI,neutral
"Yea, someone is getting the best of me.",surprise
I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy,sad
Goodbye sex in the city  let me hurry and give mi cuz that paper work @lailashah !!! Have 2 have summer in BK !!!,happy
my trousers are damp.,angry
Cops tell #Tori's Dad they may never find her remains  http://lfpress.ca/newsstand,surprise
@NormaBecerra the washer se chingo  ha  ha!! I'm busting my grandma lucia waaaaay back in the early 90's lol,happy
"I haven't been replying to people because seriously, I haven't refreshed twitter for a while. @ZindelaYentl Sorry.  @erinmcfly Thanks.",neutral
Bird poo update... Managed to clean it all off but some slight stainage remains  any tips?,neutral
@KristaNeher I wish I was going to Internet Week,neutral
@brookefraser @loswhit said that @whittakerwoman mentioned bears!  have fun!! P.S bears like Peanut Butter,happy
"@My3Daughters well it sounds delicious! i'll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",happy
@Champion1510 yeah... and neither of them are in huntsville   i would so quit both of my jobs here for one job there.,sad
@YSLaurenT me too,sad
Lately i've been waking up with the sun in my face but not today..,neutral
also just hanging right now?? just bored hahaha didn't have to work again today this is different....  no hours no money lol whatev,angry
Found out that a schoolmate died of an heart attack this morning. He was barely 35  will miss u bally!,surprise
"@theemptynest  I've had that before...sometimes, they turn into other things; felt is very forgiving. Remould? Cut up and re-form?",sad
@eeks_ I wish you were here NOWWW!!! grrrrrrr,sad
hi guys just doing da usael notmuch really! &lt;3 sad me,sad
@jazzjeet haha you would do that =P that's cute. nobody ever comes to visit me  god damn lake geneva and how far it is from civilizati ...,happy
Trying to figure out how to use Twitter.......I'm old,angry
Next weeks dlc is fail  Can't wait for Maiden in two weeks though ;),angry
"@julnas But then you might end up like that poor bus driver...  And, this is kinda weird, but I wish I was there today! :o",sad
@xbooernsx I am so jealous. I want a free hamburger,sad
@blueyes121 I would but you're too far away,neutral
im still melting and im in the house in the shade  its not fair.,surprise
Okay.. so someone has my keys or they are -really- good at this &quot;hide from James&quot; game.,surprise
Ok... No one was interested in my special.   Now the popcorn is stale! What a waste. I'm going to find a homeless person to give it to ...,angry
@BlueEyedGirl18 One hour and fifteen minutes.  A dreadful wait.,sad
@xvikki Yes it does,neutral
@sunflower_seeds dude don't say that,sad
Woke up early!! Dang man I know i'm not going back to sleep,surprise
needs more followers,sad
Grr...Fatboy Slim is out of the EDC Lineup.,sad
haven't tweeted in like a day.  so here goes...,neutral
i have a empty house and no ine to share it with,sad
"@reactiveretro yeah i agree, he was the best! aww why did he leeaave??",sad
@Ohmahlanta Esther does not want to deal!,sad
"Just watched the trailer for the new Sam Raimi movie, Drag me to Hell.  Looks interesting, but there was no humor in it.",happy
I'm siiiiiickkk  I dun feel good!!,angry
"Lunch is boringgg  driving after school today, ugh hope i do better with mr. Dodd",neutral
"It's so annoying when I want to go see The Sats, @OfficialJoBros and @ddlovato in concert..but I know I'LL Have to pay",angry
@AngelaRyan jet blue is okay I guess. They cancel flights and don't have a lot of backup planes. And no first class,angry
"Field day over. Lots of great action fotos. Ate lunch, need 2 showr, tidy hse, get ready 4 stamp club. Btw Mexican skin got 2 tan 2day",happy
Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection,angry
In checkout line...kate &amp; jon splashed all over us weekly. sad,sad
@lilvanillafrop that's not funny,sad
"@t0astbandit eesh, sorry to hear that. That isn't going to make travel to Michigan very fun.",angry
@robbin_g that is so odd. i wanted to see it this weekend,neutral
"I need some motivation in my life, oh and some love would be nice too",sad
Meeting my best friend first thing in the morning to the gym! Omg I am still so shocked. I hope you will get better soon,angry
"@SquireX6 harrump gagging for beer, noone wants to play",angry
@HandiQuilterBG I have an even dozen.  thanks for reminding me. I quilt 2 and make 3. LOL,neutral
just got back from Danas. watching Roseanne before I start to get ready for work,neutral
soooo sunburnt  my mum was out earlier so i had to wait for her to get in and fell asleep on the trampoline for 2 hours in the sun (U),angry
just watching hollyoaks omg,surprise
Getting ready for work... think I'm catching a cold  yay!! Now I gotta pull a 9 hour shift... holla at ya sometime tomorrow.. peace,angry
@thisislivestyle man yes BrOoKlYn goes hard but longstory short have 2 get comfy in windy !!!,angry
UGH BUT I N33D T0G0 BAD..,angry
bye bye South Beach....u never let me down,sad
I really ain't woth a f*ck. I can't do anythin right.   What's wrong with me?,angry
#Vancouver gets tough with slum landlords..ew backed up sewage   http://bit.ly/16UrvV http://bit.ly/16UrvV,angry
r @njsharkman  that squeeze bacon looks like poop,sad
http://twitpic.com/670ar - this is post guitar hero ass kicking,happy
becoz of leg sprain nta ble to do proper wrkouts. Worried shud dis hapen wen i satrted dieting...,angry
@theyjusthowl,angry
Well that's the last of the Fabs gone,sad
Has got to look for a job this weekend,neutral
Hi everybody! Sorry for the long listening. Iwas too busy.,angry
"@NeilDavidson happened about three weeks ago. Why, is there a serial card fraudster on the loose?",happy
*eekkk* back to work,sad
my phone is broken    &amp; im too lazy to go to the verizon store to get a new one.. oh well i guess no phone for awhile.. aha,neutral
@channilein It didn't start as a long message ... It just got longer when I wrote it,surprise
Sitting at valley ....my hummer has a boo boo,angry
I want to hang out and play!  But I can't.  Fiddle Faddle on my workload!,sad
@Beadz2Pleaz I think that's what's wrong with me.  Stuffed up and when I breathe in it feels like a sore throat,angry
"Gosh I miss singer's theater.  I miss learning music, doing acting exercises, n I ESPECIALLY miss being onstage.",sad
Gotta go my phone is on it's last leg so can't promise any update.  3 years I have had it so not bad though  Dumb Blackberry,neutral
Oh noes! The TV is broken  No red standby light or anything... checked the plug fuse... now to the inside,angry
@a_nobel ? ? ?????????????  = ?????? ?????? ?????? ?? ????,neutral
@SoulAfrodisiac I feel you on that one....I moved recently and now the nearest @wholefoods is an hour away,sad
@babyblueonline omg I'm so sorry to hear that!  If you really need to talk to someone I'm always on here. I'm a shoulder you lean on,happy
@calamitylill Can you send out letters/emails to clients to remind them you're there?,surprise
Pooping in a Pennsylvania rest stop!  I hate using public toilets,happy
I miss having nothing to do except lay out beside the pool every day of the summer.  That was much better than spending all day in class.,happy
"@Kenzielee_ Oh god, yeah! I forgot about that",happy
@gotcoff33 haha I wish! I have 1 filling that broke and 1 cavitie that needs to get fixed!!!,neutral
It's gonna suck being the only sober one tonight,sad
@robinjection well maybe someone will care,neutral
@bcabeza I'm going to jordan &amp; jeffs wedding next weekend in atl.,neutral
@theNetImp yeah... it's gonna be a long while for me.,sad
Sad making! Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc!,angry
HR says ca is taking more tax out of my checks.,sad
"I have a headache, and it's not going away.",neutral
I spent an hour this morning going through yearbooks to see when each senior started to Harleton. My speech will be so boring.,surprise
"@thebookpolice actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street.",angry
got FOXY_ a new brew buddy now my kitchen is gonna smell,angry
http://survivingtheworld.net/Lesson5.html &lt;&lt; I chose the wrong career,neutral
"It's official, I'm finally getting grey hairs at 36  #fb",happy
@AmyDeWitt I'm sorry you're not having the best day - neither am I though  Are you working tonight??,angry
